,Temperature,mole fraction,error
0,793.4497492013387,0.018515515951549873,0.5346552435758429
1,480.8372250703056,0.033263224693810683,0.3267666929882881
2,838.3988047797469,0.039627878721522826,0.5634326805037051
3,747.368545114571,0.041964723281183815,0.5519988937021338
4,789.296966439898,0.05696767592574249,0.6328560978568742
5,849.9518789313067,0.012746170810601606,0.6041115618247831
6,253.96141655062632,0.03133064831282463,0.25273114639375177
7,591.0864586941362,0.057104822863874846,0.5859772582282137
8,748.6056075434354,0.05997447361925399,0.6440066566954068
9,848.6340113105836,0.031578265283445026,0.5441840144487482
10,608.1096316630633,0.03268351766637417,0.4435753966053115
11,645.7599143003541,0.026591499638050298,0.4466110967060085
12,528.2589691899484,0.037573825788341605,0.408448910567551
13,726.7722696593885,0.057944182177794984,0.6303969272437803
14,994.9785923419689,0.03668987280041456,0.5851567700951353
15,229.24472649719849,0.037704009011108784,0.3020258063218416
16,480.2698639055545,0.04404915366214978,0.405569554935656
17,477.37269755193006,0.014981780397271235,0.35550060001168954
18,756.6528268924408,0.018420995060570024,0.517921302410235
19,328.7287451267812,0.03444887100798592,0.058219504960518524
20,345.011901805034,0.05661817798798735,0.26574356128264776
21,664.7596864669779,0.017572025386638535,0.4716290195120168
22,615.8121492899033,0.024773451133141406,0.42312632039130693
23,710.8623987312304,0.050061277551616955,0.5845603513945874
24,635.1324550968129,0.03991384831735555,0.499343235477297
25,470.456243893574,0.05996949853829743,0.5112634048041733
26,502.97266088252536,0.049759636195191075,0.4733639325038436
27,688.8239246050139,0.04058801105271502,0.5265569384221085
28,263.1876714158897,0.014669941657834558,0.471027441840948
29,746.2696508003293,0.029401383762602068,0.504761126691206
30,789.284153229556,0.0357672902173146,0.5380940767230464
31,615.2371696647069,0.02172108989361353,0.42309603876568785
32,867.1975984799584,0.057408340736241875,0.6391546463830465
33,676.6722210317888,0.052448007844095854,0.5891648195365962
34,372.4625749526631,0.0419927244002272,0.21285539710748086
35,887.5537176485035,0.03708656830623456,0.5657263180781491
36,948.8873965263407,0.04608379560323471,0.6007002676159338
37,293.6127893595742,0.053351263878690505,0.10227165024981087
38,262.30748519865836,0.05360547595005941,0.08303766303193837
39,286.7645582234453,0.025042600102591198,0.22344629531723367
40,899.643871854286,0.02097943763651687,0.5668935528918269
41,778.383313748061,0.013364880239844515,0.5665744743225791
42,458.5062102327471,0.0534028817218839,0.45010031543249107
43,457.53133475963176,0.03125284958230946,0.28357306868167725
44,321.9371364845,0.050450397419692226,0.15796887217726807
45,407.1369117690773,0.052534574682703214,0.3658016051047274
46,510.5181424647327,0.025458248872065735,0.328251217330906
47,447.6517956665725,0.04616476361478733,0.3799242491287531
48,828.8340500836049,0.052753740793542746,0.6162968934803026
49,453.11899633952896,0.04665123870162411,0.39136444475728516
50,372.6928441057953,0.02007134546167476,0.21287763624618347
51,588.8031845374642,0.04011164463757581,0.47379139544407206
52,882.7618772616419,0.02229498719891584,0.5569227840084978
53,514.444865713318,0.02890541306059701,0.3429655002742052
54,900.5267385147046,0.047829594649690096,0.6021751806155806
55,593.5816353396672,0.030872723915002412,0.4245592514986543
56,710.2795942720993,0.019013244069210393,0.4912878352382325
57,927.7202643550426,0.0393460239335157,0.5788452964844878
58,578.8256937612866,0.04465404747592037,0.49737609406547445
59,452.14290056582894,0.03675159732038221,0.31239590471302453
60,995.6315953037631,0.054799019696545964,0.6310048505099831
61,582.698341175837,0.05923049264306928,0.5952032479551815
62,592.3271138994289,0.0489529455158758,0.5340063115470068
63,808.601746025877,0.04993311970074371,0.6012147814655827
64,666.1218755886232,0.031378283073569345,0.4730212940075193
65,262.67324829005094,0.04475068019351485,0.10650224127377401
66,304.09631461773984,0.03974301992169691,0.011514245599270938
67,353.40559890122495,0.010412355255934532,0.44138701562374544
68,426.7229719195307,0.026282169206281243,0.22196503088497374
69,302.99158418814756,0.030164673461988402,0.10939303771960093
70,424.5663295125108,0.015671156381673608,0.30837315045547675
71,585.7118507569865,0.018398030587380446,0.4113561331073294
72,816.7913451763633,0.05472176558953507,0.6243706451958053
73,596.1417852692887,0.01554008065035339,0.44056565411014587
74,939.4606700488627,0.05401199289569907,0.6272613165601663
75,388.6551137914228,0.027679337582520162,0.1642759804950686
76,502.1439291698998,0.011653377251583821,0.4321417801268482
77,519.4863902348854,0.02900269635479818,0.348849498671715
78,599.9403738401551,0.035299895630396656,0.45190907250416423
79,262.9126355815859,0.03429964272037615,0.18724006442790728
80,434.9218671869503,0.03012958453426589,0.24451697471798894
81,432.73927389114726,0.016255969620780505,0.30346927864495005
82,360.4593266304264,0.03933943054747522,0.16395906146075248
83,412.80431905345915,0.04970384171555238,0.3536735639313856
84,980.0394202750097,0.05186514058089213,0.6211030795233061
85,806.3020012631708,0.031217928620044133,0.5306422280251654
86,353.94446075888675,0.03024043265377021,0.10591055425274108
87,552.3460580338799,0.03845140001685608,0.43591021610503256
88,445.6388281156692,0.02395719585644114,0.24945498776611125
89,212.4177757232509,0.02450076408813161,0.5002362118260651
90,475.38664312565135,0.03776307840469772,0.35134038596747
91,829.7447731274096,0.012877812141064107,0.5943476147295711
92,570.3998566019092,0.027296909976555248,0.391961601430146
93,945.3874031835522,0.02497073418426814,0.5719092465663616
94,250.07704797980904,0.015593759414062748,0.4895071303750405
95,887.478726440137,0.029292275755555812,0.5526200742935155
96,798.393699097661,0.0200917783459756,0.5303283811544977
97,306.85729220078207,0.021586337639199062,0.23488893138557998
98,892.478638599354,0.01893419350391823,0.5728300590825367
99,627.2221748165679,0.05885006691813432,0.611562155436285
100,357.1847747241958,0.012505464370279598,0.37868783467552564
101,839.9587833441743,0.025192666663747802,0.5371227808484381
102,806.9503347025046,0.03165766238706171,0.5317966476529393
103,963.4211100935682,0.05787629583353066,0.6415720681824798
104,764.3394065442333,0.021768217453057122,0.5104497166428897
105,559.7228245868772,0.015594299639755173,0.4127978777765836
106,761.4664552012554,0.04126881558382089,0.5524787037011036
107,931.0680481574437,0.01591205424038087,0.6057927912758406
108,767.9682791897975,0.027088262679907084,0.5099927746721341
109,920.902359246906,0.01469689207053116,0.6120294998862593
110,389.09221458852306,0.037894507585573105,0.21426696915481275
111,709.5415916411,0.046604599974836514,0.5654143046501112
112,609.2728676325983,0.028171993275710648,0.4257492156819087
113,815.5950207899529,0.035033830513026915,0.5431265523148706
114,340.50787948898636,0.049334960893881445,0.19818860669014668
115,451.5484076950995,0.014145861093730613,0.3519882074234723
116,343.3630959068611,0.04883838672236739,0.2013621170390834
117,570.2299679027294,0.016548063836847926,0.41199532055856575
118,603.3901140909735,0.054614383682581015,0.5760261626275798
119,695.1036710886922,0.02196112424477502,0.4747267538053935
120,558.7952388519618,0.05766795055151526,0.5720533828622808
121,229.00410659191726,0.03410988423776401,0.33235812375449425
122,240.61737917536945,0.012745902285209245,0.5733406460192504
123,800.9676008603823,0.025586537765913426,0.5224433669330923
124,632.3210012284355,0.03178846327541575,0.45517433252302053
125,395.812130704275,0.034923676692183596,0.20543985385442404
126,708.6665036566421,0.05807688153769495,0.6280823232565101
127,404.02110643657085,0.044334035283949795,0.29500778275868145
128,577.758172869686,0.02023336885785323,0.3968690140504841
129,743.964447491735,0.0345860336308891,0.5194046337302
130,851.0109923293642,0.042819255543276986,0.577291718277719
131,783.8154450581662,0.03462424629119744,0.5326865724207797
132,880.9580762710733,0.026283260079108597,0.5504268992309705
133,748.506434731221,0.05005336853402365,0.5925018553533428
134,291.03817626780005,0.022777614602039583,0.2484222507999496
135,974.493573286813,0.036071266910164795,0.5805284346177023
136,992.5248804121936,0.047036382210132996,0.6072560969739977
137,648.2268405389993,0.054451738991468414,0.5923523089604632
138,801.2669471753239,0.046149400389382665,0.5828713651546475
139,734.4719721927803,0.029050223049975676,0.49899665314401814
140,782.3325145805087,0.011981183724323849,0.5846544750055176
141,497.7649630116321,0.03849150966040242,0.38342060420531804
142,513.509364495621,0.04205617749710808,0.42640114899337694
143,492.5258668285544,0.03965289387848166,0.38612915841045453
144,357.2499254944791,0.057280548292960295,0.2998550193454356
145,280.8224772405197,0.049632203546184986,0.05312060887269778
146,869.4277443994446,0.04581326956836788,0.5912632535173084
147,515.8308253795468,0.03533668553064303,0.3807733269695611
148,527.7124845642038,0.029971435732958802,0.3618954346408514
149,205.3791609605054,0.03197956434842858,0.462367792689122
150,868.503500239693,0.010549927577729759,0.6396607154660731
151,416.9209846745013,0.01648733964249012,0.28997271306217337
152,552.4737477039934,0.05483719976362893,0.5494024582968322
153,701.7500052972172,0.03806715967981371,0.5187503675612616
154,253.36249809060973,0.03160951664818901,0.2521553888976633
155,280.3745515783141,0.03684767545486121,0.09699760928958175
156,479.07041571053367,0.026601045801726862,0.29340923580094647
157,852.0100508319354,0.0474085062215573,0.5954745343739994
158,477.13303435433676,0.04185053838219578,0.3847514939869762
159,634.4772500886885,0.01111912198383664,0.5226064472155529
160,263.58063266045394,0.025097927436597486,0.29326706738625785
161,745.145899566725,0.03611874382236449,0.5256815319155922
162,258.15742100681575,0.04380856046098816,0.13035176267995968
163,691.4849637342583,0.028608026326617346,0.47758852982457006
164,533.5658564943105,0.04702411999611152,0.48099827572030346
165,525.7786277815949,0.0531468510178726,0.5181629911387202
166,944.0744940270345,0.0427565984291305,0.5903271993650024
167,707.8226255786778,0.04073559450159926,0.5340862093335517
168,927.0824484701894,0.03412450551466381,0.5679804485804201
169,808.4482847180789,0.0468900520438837,0.5873459166425583
170,707.4195880643977,0.022183505859308724,0.48125596485843336
171,910.5542132389794,0.014840645021444212,0.6069399366101139
172,903.1330221661508,0.01594852647602258,0.5952140886261653
173,513.5223132833592,0.038551134244943094,0.40074298284542975
174,877.8138285638406,0.028165460694271248,0.549266237426812
175,545.2510569677363,0.03372459964424509,0.39940320524584105
176,375.9298010117957,0.032031412090905736,0.14991282700711378
177,493.84259046688913,0.049683529925620105,0.4635439638879984
178,609.8649493581629,0.026324940145227307,0.42123818410994635
179,624.2586574899528,0.038415790271291196,0.4848250821144015
180,600.0108487789555,0.031033583787384016,0.43005714948187207
181,734.0744047046664,0.038447517207422365,0.5318734905150062
182,959.2505594487043,0.02136337004500452,0.5857717152514761
183,640.0345504742745,0.037388504312819044,0.48757065374585407
184,436.64832016814347,0.058436424046604804,0.45644278959042345
185,974.9313406296765,0.013734017905698828,0.6402356395778983
186,861.4016823264463,0.024760729311136147,0.5450444796930073
187,210.36204051945094,0.012182188633931364,0.6775760243116008
188,562.6664169392357,0.03258711147479141,0.4083121426315153
189,352.9720488494732,0.050559993874236916,0.2388288195050635
190,613.831062435174,0.04163239658543871,0.4984669006658253
191,720.0067216695505,0.04819596406726101,0.5766618319934915
192,871.0159951112349,0.029425110109865364,0.5479289175891905
193,837.1644481680183,0.013809991273715369,0.5876092567542681
194,497.1027021492865,0.024363061596940485,0.31204314290008134
195,307.70758072115916,0.05948789511586012,0.1862369571983977
196,821.7472953727274,0.05294152699134114,0.6165243503192144
197,501.1014397556032,0.046579736180500916,0.44781422200084003
198,518.6726773897956,0.012094303749842168,0.4337270600981795
199,276.18447287164327,0.014491526805442176,0.44248850903746856
200,656.2694839754247,0.011563625323723056,0.5276714976148751
201,843.0189392648173,0.02967432272562559,0.5397157603924359
202,756.1760817793537,0.050070490183352745,0.5939833851215487
203,839.146378441783,0.03205370675595234,0.5423441974120483
204,241.7842839145365,0.029020828021801365,0.32640182222235187
205,982.7152619668608,0.048387085370997555,0.610423094524126
